transaction_id,bank_reference,bank_name,amount,bank_status,received_at,expected_settlement_at,settled_at,response_code,response_message
TXN00012,BNK_SBI_TXN00012,SBI,3500.0,SETTLED,2026-09-02T18:01:45,2026-09-02T18:16:45,2026-09-02T18:08:45,SETTLED_OK,Bank response
TXN00013,BNK_KOT_TXN00013,KOTAK_BANK,6500.0,SETTLED,2026-08-30T11:55:04,2026-08-30T12:10:04,2026-08-30T12:03:04,SETTLED_OK,Bank response
TXN00014,BNK_SBI_TXN00014,SBI,999.0,SETTLED,2026-08-27T17:29:02,2026-08-27T17:44:02,2026-08-27T17:42:02,SETTLED_OK,Bank response
TXN00015,BNK_AXI_TXN00015,AXIS_BANK,999.0,SETTLED,2026-08-27T10:05:14,2026-08-27T10:20:14,2026-08-27T10:19:14,SETTLED_OK,Bank response
TXN00016,BNK_KOT_TXN00016,KOTAK_BANK,499.0,SETTLED,2026-08-28T16:15:35,2026-08-28T16:30:35,2026-08-28T16:28:35,SETTLED_OK,Bank response
TXN00017,BNK_KOT_TXN00017,KOTAK_BANK,3500.0,SETTLED,2026-08-29T10:54:37,2026-08-29T11:09:37,2026-08-29T11:07:37,SETTLED_OK,Bank response
TXN00018,BNK_KOT_TXN00018,KOTAK_BANK,250.0,SETTLED,2026-09-02T09:48:45,2026-09-02T10:03:45,2026-09-02T09:56:45,SETTLED_OK,Bank response
TXN00019,BNK_ICI_TXN00019,ICICI_BANK,1200.0,SETTLED,2026-09-04T08:01:56,2026-09-04T08:16:56,2026-09-04T08:12:56,SETTLED_OK,Bank response
TXN00020,BNK_ICI_TXN00020,ICICI_BANK,250.0,SETTLED,2026-08-28T08:21:59,2026-08-28T08:36:59,2026-08-28T08:32:59,SETTLED_OK,Bank response
TXN00021,BNK_KOT_TXN00021,KOTAK_BANK,999.0,SETTLED,2026-09-02T13:37:34,2026-09-02T13:52:34,2026-09-02T13:51:34,SETTLED_OK,Bank response
TXN00022,BNK_AXI_TXN00022,AXIS_BANK,3500.0,SETTLED,2026-08-29T10:53:43,2026-08-29T11:08:43,2026-08-29T11:04:43,SETTLED_OK,Bank response
TXN00023,BNK_AXI_TXN00023,AXIS_BANK,3500.0,SETTLED,2026-09-01T11:53:57,2026-09-01T12:08:57,2026-09-01T12:06:57,SETTLED_OK,Bank response
TXN00024,BNK_AXI_TXN00024,AXIS_BANK,1200.0,SETTLED,2026-09-02T14:30:57,2026-09-02T14:45:57,2026-09-02T14:43:57,SETTLED_OK,Bank response
TXN00025,BNK_ICI_TXN00025,ICICI_BANK,999.0,SETTLED,2026-08-28T18:34:15,2026-08-28T18:49:15,2026-08-28T18:46:15,SETTLED_OK,Bank response
TXN00026,BNK_KOT_TXN00026,KOTAK_BANK,4999.0,SETTLED,2026-09-03T13:58:43,2026-09-03T14:13:43,2026-09-03T14:07:43,SETTLED_OK,Bank response
TXN00027,BNK_HDF_TXN00027,HDFC_BANK,499.0,SETTLED,2026-08-29T15:32:53,2026-08-29T15:47:53,2026-08-29T15:41:53,SETTLED_OK,Bank response
TXN00028,BNK_HDF_TXN00028,HDFC_BANK,1200.0,SETTLED,2026-09-04T18:53:44,2026-09-04T19:08:44,2026-09-04T19:00:44,SETTLED_OK,Bank response
TXN00029,BNK_AXI_TXN00029,AXIS_BANK,15000.0,SETTLED,2026-08-30T15:59:59,2026-08-30T16:14:59,2026-08-30T16:07:59,SETTLED_OK,Bank response
TXN00030,BNK_ICI_TXN00030,ICICI_BANK,999.0,SETTLED,2026-09-02T13:43:33,2026-09-02T13:58:33,2026-09-02T13:51:33,SETTLED_OK,Bank response
TXN00031,BNK_AXI_TXN00031,AXIS_BANK,2499.0,SETTLED,2026-08-30T20:11:43,2026-08-30T20:26:43,2026-08-30T20:18:43,SETTLED_OK,Bank response
TXN00032,BNK_KOT_TXN00032,KOTAK_BANK,8900.0,SETTLED,2026-08-27T13:21:58,2026-08-27T13:36:58,2026-08-27T13:35:58,SETTLED_OK,Bank response
TXN00033,BNK_SBI_TXN00033,SBI,250.0,SETTLED,2026-08-29T17:57:23,2026-08-29T18:12:23,2026-08-29T18:04:23,SETTLED_OK,Bank response
TXN00034,BNK_AXI_TXN00034,AXIS_BANK,4999.0,SETTLED,2026-09-01T17:20:40,2026-09-01T17:35:40,2026-09-01T17:34:40,SETTLED_OK,Bank response
TXN00035,BNK_AXI_TXN00035,AXIS_BANK,1500.0,SETTLED,2026-08-28T18:45:27,2026-08-28T19:00:27,2026-08-28T18:55:27,SETTLED_OK,Bank response
TXN00036,BNK_HDF_TXN00036,HDFC_BANK,6500.0,SETTLED,2026-09-04T20:40:10,2026-09-04T20:55:10,2026-09-04T20:47:10,SETTLED_OK,Bank response
TXN00037,BNK_AXI_TXN00037,AXIS_BANK,8900.0,SETTLED,2026-08-28T11:27:37,2026-08-28T11:42:37,2026-08-28T11:35:37,SETTLED_OK,Bank response
TXN00038,BNK_KOT_TXN00038,KOTAK_BANK,250.0,SETTLED,2026-08-30T12:20:06,2026-08-30T12:35:06,2026-08-30T12:28:06,SETTLED_OK,Bank response
TXN00039,BNK_ICI_TXN00039,ICICI_BANK,999.0,SETTLED,2026-09-01T08:11:48,2026-09-01T08:26:48,2026-09-01T08:19:48,SETTLED_OK,Bank response
TXN00040,BNK_KOT_TXN00040,KOTAK_BANK,999.0,SETTLED,2026-09-01T08:55:13,2026-09-01T09:10:13,2026-09-01T09:04:13,SETTLED_OK,Bank response
TXN00041,BNK_ICI_TXN00041,ICICI_BANK,8900.0,SETTLED,2026-09-02T16:58:02,2026-09-02T17:13:02,2026-09-02T17:07:02,SETTLED_OK,Bank response
TXN00042,BNK_KOT_TXN00042,KOTAK_BANK,4999.0,SETTLED,2026-09-01T17:40:06,2026-09-01T17:55:06,2026-09-01T18:29:00,BANK_TIMEOUT,Bank response
TXN00043,BNK_ICI_TXN00043,ICICI_BANK,250.0,SETTLED,2026-09-04T20:24:47,2026-09-04T20:39:47,2026-09-04T20:38:47,SETTLED_OK,Bank response
TXN00044,BNK_AXI_TXN00044,AXIS_BANK,8900.0,SETTLED,2026-09-04T09:39:11,2026-09-04T09:54:11,2026-09-04T09:48:11,SETTLED_OK,Bank response
TXN00045,BNK_HDF_TXN00045,HDFC_BANK,4999.0,SETTLED,2026-08-31T20:37:57,2026-08-31T20:52:57,2026-08-31T21:30:54,BANK_TIMEOUT,Bank response
TXN00046,BNK_AXI_TXN00046,AXIS_BANK,4999.0,SETTLED,2026-08-27T18:09:09,2026-08-27T18:24:09,2026-08-27T18:23:09,SETTLED_OK,Bank response
TXN00047,BNK_ICI_TXN00047,ICICI_BANK,499.0,SETTLED,2026-09-03T13:57:49,2026-09-03T14:12:49,2026-09-03T14:07:49,SETTLED_OK,Bank response
TXN00048,BNK_ICI_TXN00048,ICICI_BANK,12000.0,SETTLED,2026-08-30T14:32:02,2026-08-30T14:47:02,2026-08-30T14:40:02,SETTLED_OK,Bank response
TXN00049,BNK_SBI_TXN00049,SBI,999.0,SETTLED,2026-09-01T14:11:08,2026-09-01T14:26:08,2026-09-01T14:19:08,SETTLED_OK,Bank response
TXN00050,BNK_SBI_TXN00050,SBI,999.0,SETTLED,2026-09-03T20:12:36,2026-09-03T20:27:36,2026-09-03T20:21:36,SETTLED_OK,Bank response
TXN00051,BNK_SBI_TXN00051,SBI,4999.0,SETTLED,2026-08-30T20:02:57,2026-08-30T20:17:57,2026-08-30T20:12:57,SETTLED_OK,Bank response
TXN00052,BNK_SBI_TXN00052,SBI,3500.0,SETTLED,2026-08-27T17:15:51,2026-08-27T17:30:51,2026-08-27T17:26:51,SETTLED_OK,Bank response
TXN00053,BNK_SBI_TXN00053,SBI,999.0,SETTLED,2026-08-30T15:54:35,2026-08-30T16:09:35,2026-08-30T16:05:35,SETTLED_OK,Bank response
TXN00054,BNK_KOT_TXN00054,KOTAK_BANK,3500.0,SETTLED,2026-09-04T08:48:16,2026-09-04T09:03:16,2026-09-04T09:01:16,SETTLED_OK,Bank response
TXN00055,BNK_ICI_TXN00055,ICICI_BANK,999.0,SETTLED,2026-09-01T18:31:12,2026-09-01T18:46:12,2026-09-01T18:42:12,SETTLED_OK,Bank response
TXN00056,BNK_KOT_TXN00056,KOTAK_BANK,6500.0,SETTLED,2026-08-27T19:44:35,2026-08-27T19:59:35,2026-08-27T19:54:35,SETTLED_OK,Bank response
TXN00057,BNK_SBI_TXN00057,SBI,499.0,SETTLED,2026-09-03T19:55:48,2026-09-03T20:10:48,2026-09-03T20:04:48,SETTLED_OK,Bank response
TXN00058,BNK_KOT_TXN00058,KOTAK_BANK,2499.0,SETTLED,2026-08-29T15:05:39,2026-08-29T15:20:39,2026-08-29T15:19:39,SETTLED_OK,Bank response
TXN00059,BNK_KOT_TXN00059,KOTAK_BANK,1500.0,SETTLED,2026-09-04T12:30:03,2026-09-04T12:45:03,2026-09-04T12:39:03,SETTLED_OK,Bank response
TXN00060,BNK_SBI_TXN00060,SBI,6500.0,SETTLED,2026-08-31T12:30:14,2026-08-31T12:45:14,2026-08-31T12:43:14,SETTLED_OK,Bank response
TXN00061,BNK_SBI_TXN00061,SBI,8900.0,SETTLED,2026-09-02T11:17:23,2026-09-02T11:32:23,2026-09-02T11:28:23,SETTLED_OK,Bank response
TXN00062,BNK_KOT_TXN00062,KOTAK_BANK,6500.0,SETTLED,2026-08-28T11:13:28,2026-08-28T11:28:28,2026-08-28T11:26:28,SETTLED_OK,Bank response
TXN00063,BNK_ICI_TXN00063,ICICI_BANK,6500.0,SETTLED,2026-09-02T15:01:01,2026-09-02T15:16:01,2026-09-02T15:13:01,SETTLED_OK,Bank response
TXN00064,BNK_SBI_TXN00064,SBI,1200.0,SETTLED,2026-08-27T15:35:45,2026-08-27T15:50:45,2026-08-27T15:43:45,SETTLED_OK,Bank response
TXN00065,BNK_HDF_TXN00065,HDFC_BANK,15000.0,SETTLED,2026-08-27T10:09:03,2026-08-27T10:24:03,2026-08-27T10:20:03,SETTLED_OK,Bank response
TXN00066,BNK_ICI_TXN00066,ICICI_BANK,6500.0,SETTLED,2026-08-29T20:52:55,2026-08-29T21:07:55,2026-08-29T21:05:55,SETTLED_OK,Bank response
TXN00067,BNK_AXI_TXN00067,AXIS_BANK,3500.0,SETTLED,2026-08-30T12:19:26,2026-08-30T12:34:26,2026-08-30T12:26:26,SETTLED_OK,Bank response
TXN00068,BNK_ICI_TXN00068,ICICI_BANK,1500.0,SETTLED,2026-08-31T18:00:23,2026-08-31T18:15:23,2026-08-31T18:12:23,SETTLED_OK,Bank response
TXN00069,BNK_KOT_TXN00069,KOTAK_BANK,3500.0,SETTLED,2026-08-31T14:42:08,2026-08-31T14:57:08,2026-08-31T14:56:08,SETTLED_OK,Bank response
TXN00070,BNK_HDF_TXN00070,HDFC_BANK,2499.0,SETTLED,2026-08-30T16:40:17,2026-08-30T16:55:17,2026-08-30T16:54:17,SETTLED_OK,Bank response
TXN00071,BNK_SBI_TXN00071,SBI,6500.0,SETTLED,2026-08-28T09:46:53,2026-08-28T10:01:53,2026-08-28T09:56:53,SETTLED_OK,Bank response
TXN00072,BNK_SBI_TXN00072,SBI,6500.0,SETTLED,2026-08-29T12:49:29,2026-08-29T13:04:29,2026-08-29T12:56:29,SETTLED_OK,Bank response
TXN00073,BNK_AXI_TXN00073,AXIS_BANK,2499.0,SETTLED,2026-09-02T17:00:48,2026-09-02T17:15:48,2026-09-02T17:09:48,SETTLED_OK,Bank response
TXN00074,BNK_ICI_TXN00074,ICICI_BANK,999.0,SETTLED,2026-08-31T17:04:41,2026-08-31T17:19:41,2026-08-31T17:11:41,SETTLED_OK,Bank response
TXN00075,BNK_KOT_TXN00075,KOTAK_BANK,6500.0,SETTLED,2026-08-31T10:21:24,2026-08-31T10:36:24,2026-08-31T10:28:24,SETTLED_OK,Bank response
TXN00076,BNK_HDF_TXN00076,HDFC_BANK,1500.0,SETTLED,2026-08-27T20:38:53,2026-08-27T20:53:53,2026-08-27T20:48:53,SETTLED_OK,Bank response
TXN00077,BNK_AXI_TXN00077,AXIS_BANK,499.0,SETTLED,2026-09-01T16:26:35,2026-09-01T16:41:35,2026-09-01T16:40:35,SETTLED_OK,Bank response
TXN00078,BNK_KOT_TXN00078,KOTAK_BANK,6500.0,SETTLED,2026-08-29T20:29:04,2026-08-29T20:44:04,2026-08-29T20:40:04,SETTLED_OK,Bank response
TXN00079,BNK_KOT_TXN00079,KOTAK_BANK,8010.0,SETTLED,2026-08-28T12:59:21,2026-08-28T13:14:21,2026-08-28T13:11:21,SETTLED_OK,Bank response
TXN00080,BNK_AXI_TXN00080,AXIS_BANK,6500.0,SETTLED,2026-09-01T13:22:01,2026-09-01T13:37:01,2026-09-01T13:33:01,SETTLED_OK,Bank response
TXN00081,BNK_HDF_TXN00081,HDFC_BANK,250.0,SETTLED,2026-08-29T19:33:53,2026-08-29T19:48:53,2026-08-29T19:44:53,SETTLED_OK,Bank response
TXN00082,BNK_AXI_TXN00082,AXIS_BANK,499.0,SETTLED,2026-08-29T19:48:41,2026-08-29T20:03:41,2026-08-29T20:02:41,SETTLED_OK,Bank response
TXN00083,BNK_ICI_TXN00083,ICICI_BANK,2499.0,SETTLED,2026-08-27T12:09:57,2026-08-27T12:24:57,2026-08-27T12:17:57,SETTLED_OK,Bank response
TXN00084,BNK_HDF_TXN00084,HDFC_BANK,6500.0,SETTLED,2026-08-29T16:52:04,2026-08-29T17:07:04,2026-08-29T17:01:04,SETTLED_OK,Bank response
TXN00085,BNK_SBI_TXN00085,SBI,3500.0,SETTLED,2026-09-03T19:30:34,2026-09-03T19:45:34,2026-09-03T19:37:34,SETTLED_OK,Bank response
TXN00086,BNK_AXI_TXN00086,AXIS_BANK,15000.0,SETTLED,2026-09-02T15:07:06,2026-09-02T15:22:06,2026-09-02T15:15:06,SETTLED_OK,Bank response
TXN00087,BNK_ICI_TXN00087,ICICI_BANK,250.0,SETTLED,2026-09-03T11:53:09,2026-09-03T12:08:09,2026-09-03T12:02:09,SETTLED_OK,Bank response
TXN00088,BNK_HDF_TXN00088,HDFC_BANK,12000.0,SETTLED,2026-08-31T18:19:48,2026-08-31T18:34:48,2026-08-31T18:28:48,SETTLED_OK,Bank response
TXN00089,BNK_ICI_TXN00089,ICICI_BANK,2499.0,SETTLED,2026-08-30T17:12:27,2026-08-30T17:27:27,2026-08-30T17:22:27,SETTLED_OK,Bank response
TXN00090,BNK_KOT_TXN00090,KOTAK_BANK,6500.0,SETTLED,2026-08-29T18:10:33,2026-08-29T18:25:33,2026-08-29T18:22:33,SETTLED_OK,Bank response
TXN00091,BNK_ICI_TXN00091,ICICI_BANK,3500.0,SETTLED,2026-09-04T20:42:32,2026-09-04T20:57:32,2026-09-04T20:52:32,SETTLED_OK,Bank response
TXN00092,BNK_HDF_TXN00092,HDFC_BANK,499.0,SETTLED,2026-09-01T20:17:27,2026-09-01T20:32:27,2026-09-01T20:30:27,SETTLED_OK,Bank response
TXN00093,BNK_AXI_TXN00093,AXIS_BANK,2499.0,SETTLED,2026-08-30T18:59:16,2026-08-30T19:14:16,2026-08-30T19:07:16,SETTLED_OK,Bank response
TXN00094,BNK_SBI_TXN00094,SBI,6500.0,SETTLED,2026-08-31T08:14:00,2026-08-31T08:29:00,2026-08-31T08:21:00,SETTLED_OK,Bank response
TXN00095,BNK_SBI_TXN00095,SBI,3500.0,SETTLED,2026-08-29T15:27:36,2026-08-29T15:42:36,2026-08-29T15:37:36,SETTLED_OK,Bank response
TXN00096,BNK_SBI_TXN00096,SBI,8900.0,SETTLED,2026-09-01T09:35:29,2026-09-01T09:50:29,2026-09-01T09:46:29,SETTLED_OK,Bank response
TXN00097,BNK_AXI_TXN00097,AXIS_BANK,1500.0,SETTLED,2026-09-04T14:32:46,2026-09-04T14:47:46,2026-09-04T14:44:46,SETTLED_OK,Bank response
TXN00098,BNK_SBI_TXN00098,SBI,2499.0,SETTLED,2026-08-30T20:19:11,2026-08-30T20:34:11,2026-08-30T20:28:11,SETTLED_OK,Bank response
TXN00099,BNK_AXI_TXN00099,AXIS_BANK,1500.0,SETTLED,2026-08-28T15:08:42,2026-08-28T15:23:42,2026-08-28T15:16:42,SETTLED_OK,Bank response
TXN00100,BNK_HDF_TXN00100,HDFC_BANK,1500.0,SETTLED,2026-08-30T20:25:56,2026-08-30T20:40:56,2026-08-30T20:36:56,SETTLED_OK,Bank response
TXN00101,BNK_KOT_TXN00101,KOTAK_BANK,6500.0,SETTLED,2026-09-03T16:33:11,2026-09-03T16:48:11,2026-09-03T17:38:04,BANK_TIMEOUT,Bank response
TXN00102,BNK_ICI_TXN00102,ICICI_BANK,4999.0,SETTLED,2026-09-01T14:20:04,2026-09-01T14:35:04,2026-09-01T14:33:04,SETTLED_OK,Bank response
TXN00103,BNK_HDF_TXN00103,HDFC_BANK,2499.0,SETTLED,2026-08-27T17:59:51,2026-08-27T18:14:51,2026-08-27T18:07:51,SETTLED_OK,Bank response
TXN00104,BNK_KOT_TXN00104,KOTAK_BANK,1500.0,SETTLED,2026-08-31T14:09:22,2026-08-31T14:24:22,2026-08-31T14:22:22,SETTLED_OK,Bank response
TXN00105,BNK_ICI_TXN00105,ICICI_BANK,12000.0,SETTLED,2026-09-02T17:04:30,2026-09-02T17:19:30,2026-09-02T17:16:30,SETTLED_OK,Bank response
TXN00106,BNK_SBI_TXN00106,SBI,15000.0,SETTLED,2026-08-29T08:05:41,2026-08-29T08:20:41,2026-08-29T08:18:41,SETTLED_OK,Bank response
TXN00107,BNK_ICI_TXN00107,ICICI_BANK,6500.0,SETTLED,2026-09-04T13:50:21,2026-09-04T14:05:21,2026-09-04T13:57:21,SETTLED_OK,Bank response
TXN00108,BNK_SBI_TXN00108,SBI,999.0,SETTLED,2026-08-31T19:00:54,2026-08-31T19:15:54,2026-08-31T19:14:54,SETTLED_OK,Bank response
TXN00109,BNK_KOT_TXN00109,KOTAK_BANK,1500.0,SETTLED,2026-09-02T10:48:48,2026-09-02T11:03:48,2026-09-02T11:00:48,SETTLED_OK,Bank response
TXN00110,BNK_AXI_TXN00110,AXIS_BANK,1500.0,SETTLED,2026-08-29T20:10:27,2026-08-29T20:25:27,2026-08-29T20:21:27,SETTLED_OK,Bank response
TXN00111,BNK_HDF_TXN00111,HDFC_BANK,250.0,SETTLED,2026-09-02T16:54:42,2026-09-02T17:09:42,2026-09-02T17:02:42,SETTLED_OK,Bank response
TXN00112,BNK_HDF_TXN00112,HDFC_BANK,250.0,SETTLED,2026-09-03T11:05:05,2026-09-03T11:20:05,2026-09-03T11:12:05,SETTLED_OK,Bank response
TXN00113,BNK_ICI_TXN00113,ICICI_BANK,250.0,SETTLED,2026-08-31T10:50:30,2026-08-31T11:05:30,2026-08-31T10:58:30,SETTLED_OK,Bank response
TXN00114,BNK_HDF_TXN00114,HDFC_BANK,8900.0,SETTLED,2026-08-29T11:27:25,2026-08-29T11:42:25,2026-08-29T11:34:25,SETTLED_OK,Bank response
TXN00115,BNK_SBI_TXN00115,SBI,1200.0,SETTLED,2026-08-28T08:07:58,2026-08-28T08:22:58,2026-08-28T08:21:58,SETTLED_OK,Bank response
TXN00116,BNK_ICI_TXN00116,ICICI_BANK,250.0,SETTLED,2026-09-01T09:14:11,2026-09-01T09:29:11,2026-09-01T09:27:11,SETTLED_OK,Bank response
TXN00117,BNK_KOT_TXN00117,KOTAK_BANK,6500.0,SETTLED,2026-08-30T17:04:21,2026-08-30T17:19:21,2026-08-30T17:12:21,SETTLED_OK,Bank response
TXN00118,BNK_ICI_TXN00118,ICICI_BANK,1500.0,SETTLED,2026-09-04T08:53:22,2026-09-04T09:08:22,2026-09-04T09:06:22,SETTLED_OK,Bank response
TXN00119,BNK_KOT_TXN00119,KOTAK_BANK,4999.0,SETTLED,2026-08-30T16:52:21,2026-08-30T17:07:21,2026-08-30T17:02:21,SETTLED_OK,Bank response
TXN00120,BNK_HDF_TXN00120,HDFC_BANK,1500.0,SETTLED,2026-08-29T11:49:29,2026-08-29T12:04:29,2026-08-29T12:01:29,SETTLED_OK,Bank response
TXN00121,BNK_AXI_TXN00121,AXIS_BANK,1200.0,SETTLED,2026-08-31T10:22:17,2026-08-31T10:37:17,2026-08-31T10:36:17,SETTLED_OK,Bank response
TXN00122,BNK_SBI_TXN00122,SBI,999.0,SETTLED,2026-08-29T20:55:13,2026-08-29T21:10:13,2026-08-29T21:06:13,SETTLED_OK,Bank response
TXN00123,BNK_AXI_TXN00123,AXIS_BANK,999.0,SETTLED,2026-08-31T13:07:52,2026-08-31T13:22:52,2026-08-31T13:14:52,SETTLED_OK,Bank response
TXN00124,BNK_KOT_TXN00124,KOTAK_BANK,2499.0,SETTLED,2026-08-31T18:10:13,2026-08-31T18:25:13,2026-08-31T18:19:13,SETTLED_OK,Bank response
TXN00125,BNK_HDF_TXN00125,HDFC_BANK,12000.0,SETTLED,2026-08-30T09:08:00,2026-08-30T09:23:00,2026-08-30T09:21:00,SETTLED_OK,Bank response
TXN00126,BNK_KOT_TXN00126,KOTAK_BANK,15000.0,SETTLED,2026-09-03T20:46:06,2026-09-03T21:01:06,2026-09-03T20:53:06,SETTLED_OK,Bank response
TXN00127,BNK_KOT_TXN00127,KOTAK_BANK,3500.0,SETTLED,2026-09-03T10:14:28,2026-09-03T10:29:28,2026-09-03T10:24:28,SETTLED_OK,Bank response
TXN00128,BNK_SBI_TXN00128,SBI,4999.0,SETTLED,2026-08-27T16:48:52,2026-08-27T17:03:52,2026-08-27T17:01:52,SETTLED_OK,Bank response
TXN00129,BNK_AXI_TXN00129,AXIS_BANK,999.0,SETTLED,2026-09-04T17:55:57,2026-09-04T18:10:57,2026-09-04T18:09:57,SETTLED_OK,Bank response
TXN00130,BNK_KOT_TXN00130,KOTAK_BANK,12000.0,SETTLED,2026-08-29T14:39:56,2026-08-29T14:54:56,2026-08-29T14:50:56,SETTLED_OK,Bank response
TXN00131,BNK_SBI_TXN00131,SBI,6500.0,SETTLED,2026-09-02T12:29:06,2026-09-02T12:44:06,2026-09-02T12:37:06,SETTLED_OK,Bank response
TXN00132,BNK_AXI_TXN00132,AXIS_BANK,250.0,SETTLED,2026-08-28T10:46:53,2026-08-28T11:01:53,2026-08-28T10:57:53,SETTLED_OK,Bank response
TXN00133,BNK_AXI_TXN00133,AXIS_BANK,2499.0,SETTLED,2026-09-04T08:23:56,2026-09-04T08:38:56,2026-09-04T08:37:56,SETTLED_OK,Bank response
TXN00134,BNK_HDF_TXN00134,HDFC_BANK,15000.0,SETTLED,2026-09-03T11:51:59,2026-09-03T12:06:59,2026-09-03T12:04:59,SETTLED_OK,Bank response
TXN00135,BNK_HDF_TXN00135,HDFC_BANK,3500.0,SETTLED,2026-08-30T09:17:06,2026-08-30T09:32:06,2026-08-30T09:30:06,SETTLED_OK,Bank response
TXN00136,BNK_ICI_TXN00136,ICICI_BANK,1200.0,SETTLED,2026-09-01T10:45:34,2026-09-01T11:00:34,2026-09-01T10:52:34,SETTLED_OK,Bank response
TXN00137,BNK_KOT_TXN00137,KOTAK_BANK,15000.0,SETTLED,2026-08-28T14:02:11,2026-08-28T14:17:11,2026-08-28T14:15:11,SETTLED_OK,Bank response
TXN00138,BNK_AXI_TXN00138,AXIS_BANK,250.0,SETTLED,2026-08-28T14:16:39,2026-08-28T14:31:39,2026-08-28T14:26:39,SETTLED_OK,Bank response
TXN00139,BNK_ICI_TXN00139,ICICI_BANK,15000.0,SETTLED,2026-09-02T09:57:31,2026-09-02T10:12:31,2026-09-02T10:10:31,SETTLED_OK,Bank response
TXN00140,BNK_SBI_TXN00140,SBI,12000.0,SETTLED,2026-08-28T18:40:04,2026-08-28T18:55:04,2026-08-28T18:52:04,SETTLED_OK,Bank response
TXN00141,BNK_SBI_TXN00141,SBI,7500.0,SETTLED,2026-08-28T11:04:42,2026-08-28T11:19:42,2026-08-28T12:53:08,BANK_TIMEOUT,Settlement delayed by BANK_TIMEOUT
TXN00142,BNK_HDF_TXN00142,HDFC_BANK,1200.0,SETTLED,2026-08-27T13:14:56,2026-08-27T13:29:56,2026-08-27T13:28:56,SETTLED_OK,Bank response
TXN00144,BNK_HDF_TXN00144,HDFC_BANK,1500.0,SETTLED,2026-08-30T08:36:14,2026-08-30T08:51:14,2026-08-30T08:49:14,SETTLED_OK,Bank response
TXN00145,BNK_ICI_TXN00145,ICICI_BANK,4999.0,SETTLED,2026-08-27T18:15:34,2026-08-27T18:30:34,2026-08-27T18:23:34,SETTLED_OK,Bank response
TXN00146,BNK_KOT_TXN00146,KOTAK_BANK,4999.0,SETTLED,2026-09-02T16:57:24,2026-09-02T17:12:24,2026-09-02T17:04:24,SETTLED_OK,Bank response
TXN00147,BNK_ICI_TXN00147,ICICI_BANK,1200.0,SETTLED,2026-09-01T12:12:30,2026-09-01T12:27:30,2026-09-01T12:26:30,SETTLED_OK,Bank response
TXN00148,BNK_ICI_TXN00148,ICICI_BANK,6500.0,SETTLED,2026-08-29T20:36:32,2026-08-29T20:51:32,2026-08-29T20:49:32,SETTLED_OK,Bank response
TXN00149,BNK_HDF_TXN00149,HDFC_BANK,2499.0,SETTLED,2026-08-27T20:41:31,2026-08-27T20:56:31,2026-08-27T20:54:31,SETTLED_OK,Bank response
TXN00150,BNK_AXI_TXN00150,AXIS_BANK,3500.0,SETTLED,2026-09-02T11:04:24,2026-09-02T11:19:24,2026-09-02T11:17:24,SETTLED_OK,Bank response
TXN00151,BNK_ICI_TXN00151,ICICI_BANK,499.0,SETTLED,2026-08-31T15:06:08,2026-08-31T15:21:08,2026-08-31T15:14:08,SETTLED_OK,Bank response
