transaction_id,gateway_reference,merchant_id,amount,currency,payment_method,gateway_status,initiated_at,captured_at,settlement_initiated_at,response_code,response_message
TXN10043,GW_STR_TXN10043,MERCH_115,12000.0,INR,NETBANKING,CAPTURED,2026-09-04T11:46:33,2026-09-04T11:47:00,2026-09-04T11:47:59,SUCCESS,Transaction captured successfully
TXN10044,GW_CAS_TXN10044,MERCH_111,4999.0,INR,UPI,CAPTURED,2026-09-04T16:15:48,2026-09-04T16:16:22,2026-09-04T16:17:03,SUCCESS,Transaction captured successfully
TXN10045,GW_CAS_TXN10045,MERCH_107,15000.0,INR,CARD,CAPTURED,2026-09-04T13:56:38,2026-09-04T13:57:05,2026-09-04T13:58:00,SUCCESS,Transaction captured successfully
TXN10046,GW_PAY_TXN10046,MERCH_124,4999.0,INR,CARD,CAPTURED,2026-09-04T16:41:45,2026-09-04T16:42:23,2026-09-04T16:42:44,SUCCESS,Transaction captured successfully
TXN10047,GW_STR_TXN10047,MERCH_122,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T17:33:22,2026-09-04T17:34:07,2026-09-04T17:34:48,SUCCESS,Transaction captured successfully
TXN10048,GW_CAS_TXN10048,MERCH_104,15000.0,INR,NETBANKING,CAPTURED,2026-09-04T10:47:34,2026-09-04T10:47:55,2026-09-04T10:48:27,SUCCESS,Transaction captured successfully
TXN10049,GW_RAZ_TXN10049,MERCH_117,2499.0,INR,NETBANKING,CAPTURED,2026-09-04T12:18:14,2026-09-04T12:18:35,2026-09-04T12:19:14,SUCCESS,Transaction captured successfully
TXN10050,GW_STR_TXN10050,MERCH_118,8900.0,INR,CARD,CAPTURED,2026-09-04T10:55:00,2026-09-04T10:55:28,2026-09-04T10:56:18,SUCCESS,Transaction captured successfully
TXN10051,GW_STR_TXN10051,MERCH_116,12000.0,INR,UPI,CAPTURED,2026-09-04T16:04:36,2026-09-04T16:04:49,2026-09-04T16:05:18,SUCCESS,Transaction captured successfully
TXN10052,GW_PAY_TXN10052,MERCH_104,4999.0,INR,NETBANKING,CAPTURED,2026-09-04T17:24:28,2026-09-04T17:24:57,2026-09-04T17:25:54,SUCCESS,Transaction captured successfully
TXN10053,GW_PAY_TXN10053,MERCH_124,999.0,INR,UPI,CAPTURED,2026-09-04T13:42:05,2026-09-04T13:42:30,2026-09-04T13:43:01,SUCCESS,Transaction captured successfully
TXN10054,GW_CAS_TXN10054,MERCH_123,15000.0,INR,NETBANKING,CAPTURED,2026-09-04T09:14:18,2026-09-04T09:14:46,2026-09-04T09:15:35,SUCCESS,Transaction captured successfully
TXN10055,GW_STR_TXN10055,MERCH_121,12000.0,INR,NETBANKING,CAPTURED,2026-09-04T10:34:14,2026-09-04T10:34:33,2026-09-04T10:35:10,SUCCESS,Transaction captured successfully
TXN10056,GW_STR_TXN10056,MERCH_124,1500.0,INR,NETBANKING,CAPTURED,2026-09-04T10:29:44,2026-09-04T10:30:19,2026-09-04T10:30:56,SUCCESS,Transaction captured successfully
TXN10057,GW_CAS_TXN10057,MERCH_102,12000.0,INR,CARD,CAPTURED,2026-09-04T09:05:14,2026-09-04T09:05:25,2026-09-04T09:06:02,SUCCESS,Transaction captured successfully
TXN10058,GW_CAS_TXN10058,MERCH_117,12000.0,INR,NETBANKING,CAPTURED,2026-09-04T11:37:27,2026-09-04T11:38:08,2026-09-04T11:38:33,SUCCESS,Transaction captured successfully
TXN10059,GW_STR_TXN10059,MERCH_104,3500.0,INR,UPI,CAPTURED,2026-09-04T16:18:42,2026-09-04T16:19:27,2026-09-04T16:19:49,SUCCESS,Transaction captured successfully
TXN10060,GW_RAZ_TXN10060,MERCH_125,250.0,INR,CARD,CAPTURED,2026-09-04T17:29:26,2026-09-04T17:29:48,2026-09-04T17:30:41,SUCCESS,Transaction captured successfully
TXN10061,GW_PAY_TXN10061,MERCH_102,15000.0,INR,UPI,CAPTURED,2026-09-04T13:28:56,2026-09-04T13:29:37,2026-09-04T13:30:04,SUCCESS,Transaction captured successfully
TXN10062,GW_RAZ_TXN10062,MERCH_106,1200.0,INR,CARD,CAPTURED,2026-09-04T17:26:05,2026-09-04T17:26:22,2026-09-04T17:27:11,SUCCESS,Transaction captured successfully
TXN10063,GW_CAS_TXN10063,MERCH_123,4999.0,INR,CARD,CAPTURED,2026-09-04T15:53:30,2026-09-04T15:53:55,2026-09-04T15:54:44,SUCCESS,Transaction captured successfully
TXN10064,GW_CAS_TXN10064,MERCH_124,6500.0,INR,UPI,CAPTURED,2026-09-04T15:21:59,2026-09-04T15:22:26,2026-09-04T15:22:46,SUCCESS,Transaction captured successfully
TXN10065,GW_STR_TXN10065,MERCH_116,6500.0,INR,UPI,CAPTURED,2026-09-04T14:21:35,2026-09-04T14:22:09,2026-09-04T14:22:58,SUCCESS,Transaction captured successfully
TXN10066,GW_RAZ_TXN10066,MERCH_113,15000.0,INR,UPI,CAPTURED,2026-09-04T14:47:30,2026-09-04T14:48:04,2026-09-04T14:48:48,SUCCESS,Transaction captured successfully
TXN10067,GW_RAZ_TXN10067,MERCH_117,4999.0,INR,NETBANKING,CAPTURED,2026-09-04T16:06:33,2026-09-04T16:06:43,2026-09-04T16:07:12,SUCCESS,Transaction captured successfully
TXN10068,GW_STR_TXN10068,MERCH_109,12000.0,INR,CARD,CAPTURED,2026-09-04T10:54:21,2026-09-04T10:55:05,2026-09-04T10:55:49,SUCCESS,Transaction captured successfully
TXN10069,GW_RAZ_TXN10069,MERCH_118,1500.0,INR,UPI,CAPTURED,2026-09-04T12:40:43,2026-09-04T12:41:07,2026-09-04T12:41:32,SUCCESS,Transaction captured successfully
TXN10070,GW_RAZ_TXN10070,MERCH_106,250.0,INR,NETBANKING,CAPTURED,2026-09-04T09:20:50,2026-09-04T09:21:18,2026-09-04T09:22:00,SUCCESS,Transaction captured successfully
TXN10071,GW_PAY_TXN10071,MERCH_119,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T11:05:39,2026-09-04T11:06:04,2026-09-04T11:06:55,SUCCESS,Transaction captured successfully
TXN10072,GW_STR_TXN10072,MERCH_109,999.0,INR,NETBANKING,CAPTURED,2026-09-04T13:43:34,2026-09-04T13:43:48,2026-09-04T13:44:36,SUCCESS,Transaction captured successfully
TXN10073,GW_PAY_TXN10073,MERCH_109,499.0,INR,CARD,CAPTURED,2026-09-04T15:54:30,2026-09-04T15:54:55,2026-09-04T15:55:39,SUCCESS,Transaction captured successfully
TXN10074,GW_RAZ_TXN10074,MERCH_122,15000.0,INR,CARD,CAPTURED,2026-09-04T09:58:38,2026-09-04T09:59:19,2026-09-04T09:59:57,SUCCESS,Transaction captured successfully
TXN10075,GW_PAY_TXN10075,MERCH_107,12000.0,INR,NETBANKING,CAPTURED,2026-09-04T10:57:40,2026-09-04T10:57:52,2026-09-04T10:58:31,SUCCESS,Transaction captured successfully
TXN10076,GW_PAY_TXN10076,MERCH_110,6500.0,INR,CARD,CAPTURED,2026-09-04T12:08:50,2026-09-04T12:09:23,2026-09-04T12:10:16,SUCCESS,Transaction captured successfully
TXN10077,GW_RAZ_TXN10077,MERCH_116,1200.0,INR,CARD,CAPTURED,2026-09-04T16:04:09,2026-09-04T16:04:44,2026-09-04T16:05:39,SUCCESS,Transaction captured successfully
TXN10078,GW_CAS_TXN10078,MERCH_118,12000.0,INR,UPI,CAPTURED,2026-09-04T13:37:24,2026-09-04T13:37:57,2026-09-04T13:38:23,SUCCESS,Transaction captured successfully
TXN10079,GW_STR_TXN10079,MERCH_120,499.0,INR,UPI,CAPTURED,2026-09-04T13:41:26,2026-09-04T13:41:44,2026-09-04T13:42:06,SUCCESS,Transaction captured successfully
TXN10080,GW_STR_TXN10080,MERCH_108,15000.0,INR,NETBANKING,CAPTURED,2026-09-04T16:23:42,2026-09-04T16:24:26,2026-09-04T16:25:12,SUCCESS,Transaction captured successfully
TXN10081,GW_CAS_TXN10081,MERCH_116,1200.0,INR,NETBANKING,CAPTURED,2026-09-04T09:44:23,2026-09-04T09:45:01,2026-09-04T09:45:49,SUCCESS,Transaction captured successfully
TXN10082,GW_RAZ_TXN10082,MERCH_121,12500.0,INR,CARD,CAPTURED,2026-09-04T14:08:16,2026-09-04T14:08:43,2026-09-04T14:09:15,SUCCESS,Transaction captured successfully
TXN10083,GW_RAZ_TXN10083,MERCH_122,1200.0,INR,UPI,CAPTURED,2026-09-04T09:50:21,2026-09-04T09:50:39,2026-09-04T09:51:35,SUCCESS,Transaction captured successfully
TXN10084,GW_RAZ_TXN10084,MERCH_119,10000.0,INR,UPI,CAPTURED,2026-09-04T14:31:48,2026-09-04T14:32:07,2026-09-04T14:33:05,SUCCESS,Transaction captured successfully
TXN10085,GW_RAZ_TXN10085,MERCH_105,7500.0,INR,UPI,CAPTURED,2026-09-04T15:13:45,2026-09-04T15:14:06,2026-09-04T15:14:33,SUCCESS,Transaction captured successfully
TXN10086,GW_RAZ_TXN10086,MERCH_112,10000.0,INR,UPI,CAPTURED,2026-09-04T15:20:23,2026-09-04T15:20:34,2026-09-04T15:21:05,SUCCESS,Transaction captured successfully
TXN10087,GW_RAZ_TXN10087,MERCH_101,5000.0,INR,UPI,CAPTURED,2026-09-04T14:32:00,2026-09-04T14:32:30,2026-09-04T14:33:00,SUCCESS,Transaction captured successfully
TXN10088,GW_RAZ_TXN10088,MERCH_124,18000.0,INR,UPI,CAPTURED,2026-09-04T15:05:01,2026-09-04T15:05:34,2026-09-04T15:06:26,SUCCESS,Transaction captured successfully
TXN10089,GW_RAZ_TXN10089,MERCH_117,1500.0,INR,UPI,CAPTURED,2026-09-04T15:23:58,2026-09-04T15:24:41,2026-09-04T15:25:20,SUCCESS,Transaction captured successfully
TXN10090,GW_RAZ_TXN10090,MERCH_116,2000.0,INR,CARD,CAPTURED,2026-09-04T14:58:12,2026-09-04T14:58:53,2026-09-04T14:59:41,SUCCESS,Transaction captured successfully
TXN10091,GW_RAZ_TXN10091,MERCH_120,3500.0,INR,UPI,CAPTURED,2026-09-04T14:08:58,2026-09-04T14:09:25,2026-09-04T14:10:24,SUCCESS,Transaction captured successfully
TXN10092,GW_RAZ_TXN10092,MERCH_120,18000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:40:15,2026-09-04T14:40:57,2026-09-04T14:41:55,SUCCESS,Transaction captured successfully
TXN10093,GW_RAZ_TXN10093,MERCH_123,25000.0,INR,UPI,CAPTURED,2026-09-04T15:29:23,2026-09-04T15:29:46,2026-09-04T15:30:33,SUCCESS,Transaction captured successfully
TXN10094,GW_RAZ_TXN10094,MERCH_111,12500.0,INR,CARD,CAPTURED,2026-09-04T14:54:26,2026-09-04T14:54:42,2026-09-04T14:55:22,SUCCESS,Transaction captured successfully
TXN10095,GW_RAZ_TXN10095,MERCH_109,18000.0,INR,CARD,CAPTURED,2026-09-04T14:20:50,2026-09-04T14:21:04,2026-09-04T14:21:29,SUCCESS,Transaction captured successfully
TXN10096,GW_RAZ_TXN10096,MERCH_104,10000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:40:52,2026-09-04T15:41:10,2026-09-04T15:42:05,SUCCESS,Transaction captured successfully
TXN10097,GW_RAZ_TXN10097,MERCH_104,12500.0,INR,CARD,CAPTURED,2026-09-04T14:48:16,2026-09-04T14:48:29,2026-09-04T14:49:07,SUCCESS,Transaction captured successfully
TXN10098,GW_RAZ_TXN10098,MERCH_104,5000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:09:16,2026-09-04T15:09:35,2026-09-04T15:10:25,SUCCESS,Transaction captured successfully
TXN10099,GW_CAS_TXN10099,MERCH_118,6500.0,INR,CARD,CAPTURED,2026-09-04T12:51:27,2026-09-04T12:52:12,2026-09-04T12:52:33,SUCCESS,Transaction captured successfully
TXN10100,GW_CAS_TXN10100,MERCH_106,999.0,INR,CARD,CAPTURED,2026-09-04T14:00:11,2026-09-04T14:00:46,2026-09-04T14:01:10,SUCCESS,Transaction captured successfully
TXN10101,GW_STR_TXN10101,MERCH_117,2499.0,INR,UPI,CAPTURED,2026-09-04T16:21:10,2026-09-04T16:21:39,2026-09-04T16:22:19,SUCCESS,Transaction captured successfully
TXN10102,GW_RAZ_TXN10102,MERCH_106,2000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:06:47,2026-09-04T14:07:14,2026-09-04T14:08:02,SUCCESS,Transaction captured successfully
TXN10103,GW_RAZ_TXN10103,MERCH_115,5000.0,INR,CARD,CAPTURED,2026-09-04T14:37:17,2026-09-04T14:37:59,2026-09-04T14:38:26,SUCCESS,Transaction captured successfully
TXN10104,GW_RAZ_TXN10104,MERCH_110,18000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:32:38,2026-09-04T15:33:21,2026-09-04T15:34:00,SUCCESS,Transaction captured successfully
TXN10105,GW_RAZ_TXN10105,MERCH_120,5000.0,INR,UPI,CAPTURED,2026-09-04T14:01:02,2026-09-04T14:01:31,2026-09-04T14:02:04,SUCCESS,Transaction captured successfully
TXN10106,GW_RAZ_TXN10106,MERCH_111,18000.0,INR,UPI,CAPTURED,2026-09-04T14:01:03,2026-09-04T14:01:40,2026-09-04T14:02:11,SUCCESS,Transaction captured successfully
TXN10107,GW_RAZ_TXN10107,MERCH_123,25000.0,INR,UPI,CAPTURED,2026-09-04T15:08:18,2026-09-04T15:08:50,2026-09-04T15:09:14,SUCCESS,Transaction captured successfully
TXN10108,GW_RAZ_TXN10108,MERCH_101,10000.0,INR,CARD,CAPTURED,2026-09-04T14:10:37,2026-09-04T14:11:14,2026-09-04T14:12:10,SUCCESS,Transaction captured successfully
TXN10109,GW_RAZ_TXN10109,MERCH_104,10000.0,INR,CARD,CAPTURED,2026-09-04T14:02:50,2026-09-04T14:03:10,2026-09-04T14:04:09,SUCCESS,Transaction captured successfully
TXN10110,GW_RAZ_TXN10110,MERCH_114,12500.0,INR,UPI,CAPTURED,2026-09-04T14:33:13,2026-09-04T14:33:48,2026-09-04T14:34:41,SUCCESS,Transaction captured successfully
TXN10111,GW_RAZ_TXN10111,MERCH_110,5000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:46:21,2026-09-04T14:46:52,2026-09-04T14:47:22,SUCCESS,Transaction captured successfully
TXN10112,GW_PAY_TXN10112,MERCH_104,12000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:22:46,2026-09-04T14:23:05,2026-09-04T14:23:40,SUCCESS,Transaction captured successfully
TXN10113,GW_RAZ_TXN10113,MERCH_105,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:10:17,2026-09-04T14:10:58,2026-09-04T14:11:47,SUCCESS,Transaction captured successfully
TXN10114,GW_RAZ_TXN10114,MERCH_119,10000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:26:44,2026-09-04T15:27:14,2026-09-04T15:27:43,SUCCESS,Transaction captured successfully
TXN10115,GW_RAZ_TXN10115,MERCH_115,7500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:41:20,2026-09-04T14:41:33,2026-09-04T14:42:15,SUCCESS,Transaction captured successfully
TXN10116,GW_RAZ_TXN10116,MERCH_115,1500.0,INR,CARD,CAPTURED,2026-09-04T14:05:08,2026-09-04T14:05:41,2026-09-04T14:06:19,SUCCESS,Transaction captured successfully
TXN10117,GW_RAZ_TXN10117,MERCH_120,18000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:52:29,2026-09-04T14:53:14,2026-09-04T14:53:36,SUCCESS,Transaction captured successfully
TXN10118,GW_RAZ_TXN10118,MERCH_120,3500.0,INR,CARD,CAPTURED,2026-09-04T15:08:27,2026-09-04T15:08:40,2026-09-04T15:09:28,SUCCESS,Transaction captured successfully
TXN10119,GW_RAZ_TXN10119,MERCH_103,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:28:13,2026-09-04T15:28:25,2026-09-04T15:29:00,SUCCESS,Transaction captured successfully
TXN10120,GW_CAS_TXN10120,MERCH_117,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:58:18,2026-09-04T14:58:54,2026-09-04T14:59:35,SUCCESS,Transaction captured successfully
TXN10121,GW_RAZ_TXN10121,MERCH_111,12500.0,INR,UPI,CAPTURED,2026-09-04T15:16:10,2026-09-04T15:16:38,2026-09-04T15:17:14,SUCCESS,Transaction captured successfully
TXN10122,GW_RAZ_TXN10122,MERCH_103,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:30:36,2026-09-04T15:31:08,2026-09-04T15:31:47,SUCCESS,Transaction captured successfully
TXN10123,GW_RAZ_TXN10123,MERCH_120,7500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:11:34,2026-09-04T14:12:19,2026-09-04T14:13:03,SUCCESS,Transaction captured successfully
TXN10124,GW_RAZ_TXN10124,MERCH_105,25000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:35:57,2026-09-04T15:36:12,2026-09-04T15:36:59,SUCCESS,Transaction captured successfully
TXN10125,GW_PAY_TXN10125,MERCH_112,1200.0,INR,CARD,CAPTURED,2026-09-04T14:49:31,2026-09-04T14:49:55,2026-09-04T14:50:23,SUCCESS,Transaction captured successfully
TXN10126,GW_RAZ_TXN10126,MERCH_125,25000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:40:50,2026-09-04T15:41:02,2026-09-04T15:41:43,SUCCESS,Transaction captured successfully
TXN10127,GW_RAZ_TXN10127,MERCH_113,3500.0,INR,UPI,CAPTURED,2026-09-04T14:22:09,2026-09-04T14:22:29,2026-09-04T14:23:17,SUCCESS,Transaction captured successfully
TXN10128,GW_RAZ_TXN10128,MERCH_122,18000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:32:25,2026-09-04T14:32:53,2026-09-04T14:33:41,SUCCESS,Transaction captured successfully
TXN10129,GW_RAZ_TXN10129,MERCH_116,18000.0,INR,UPI,CAPTURED,2026-09-04T14:50:13,2026-09-04T14:50:52,2026-09-04T14:51:30,SUCCESS,Transaction captured successfully
TXN10130,GW_RAZ_TXN10130,MERCH_114,3500.0,INR,UPI,CAPTURED,2026-09-04T14:27:15,2026-09-04T14:27:41,2026-09-04T14:28:04,SUCCESS,Transaction captured successfully
TXN10131,GW_RAZ_TXN10131,MERCH_112,999.0,INR,NETBANKING,CAPTURED,2026-09-04T13:05:48,2026-09-04T13:06:15,2026-09-04T13:07:03,SUCCESS,Transaction captured successfully
TXN10132,GW_RAZ_TXN10132,MERCH_108,1500.0,INR,CARD,CAPTURED,2026-09-04T14:47:43,2026-09-04T14:48:19,2026-09-04T14:48:42,SUCCESS,Transaction captured successfully
TXN10133,GW_RAZ_TXN10133,MERCH_108,10000.0,INR,CARD,CAPTURED,2026-09-04T14:11:08,2026-09-04T14:11:32,2026-09-04T14:11:53,SUCCESS,Transaction captured successfully
TXN10134,GW_RAZ_TXN10134,MERCH_123,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:45:46,2026-09-04T14:46:04,2026-09-04T14:46:26,SUCCESS,Transaction captured successfully
TXN10135,GW_RAZ_TXN10135,MERCH_105,18000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:04:02,2026-09-04T15:04:12,2026-09-04T15:04:37,SUCCESS,Transaction captured successfully
