transaction_id,classification,status,finding,anomaly_type,is_systemic,incident_id,bank,gateway,amount,date
TXN00048,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,12000.0,2026-08-30
TXN00049,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,999.0,2026-09-01
TXN00050,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,999.0,2026-09-03
TXN00051,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,4999.0,2026-08-30
TXN00052,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,3500.0,2026-08-27
TXN00053,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,999.0,2026-08-30
TXN00054,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,3500.0,2026-09-04
TXN00055,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,999.0,2026-09-01
TXN00056,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,6500.0,2026-08-27
TXN00057,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,499.0,2026-09-03
TXN00058,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,2499.0,2026-08-29
TXN00059,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,1500.0,2026-09-04
TXN00060,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,6500.0,2026-08-31
TXN00061,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,8900.0,2026-09-02
TXN00062,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,6500.0,2026-08-28
TXN00063,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,6500.0,2026-09-02
TXN00064,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,1200.0,2026-08-27
TXN00065,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,15000.0,2026-08-27
TXN00066,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,6500.0,2026-08-29
TXN00067,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,3500.0,2026-08-30
TXN00068,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,1500.0,2026-08-31
TXN00069,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,3500.0,2026-08-31
TXN00070,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,2499.0,2026-08-30
TXN00071,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,6500.0,2026-08-28
TXN00072,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,6500.0,2026-08-29
TXN00073,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,2499.0,2026-09-02
TXN00074,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,999.0,2026-08-31
TXN00075,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,6500.0,2026-08-31
TXN00076,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,1500.0,2026-08-27
TXN00077,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,499.0,2026-09-01
TXN00078,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,6500.0,2026-08-29
TXN00079,AMOUNT_MISMATCH,MISMATCH,Status: MISMATCH across systems.,AMOUNT_MISMATCH,false,,KOTAK_BANK,RAZORPAY,8900.0,2026-08-28
TXN00080,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,6500.0,2026-09-01
TXN00081,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,250.0,2026-08-29
TXN00082,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,499.0,2026-08-29
TXN00083,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,2499.0,2026-08-27
TXN00084,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,6500.0,2026-08-29
TXN00085,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,3500.0,2026-09-03
TXN00086,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,15000.0,2026-09-02
TXN00087,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,250.0,2026-09-03
TXN00088,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,12000.0,2026-08-31
TXN00089,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,2499.0,2026-08-30
TXN00090,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,6500.0,2026-08-29
TXN00091,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,3500.0,2026-09-04
TXN00092,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,499.0,2026-09-01
TXN00093,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,2499.0,2026-08-30
TXN00094,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,6500.0,2026-08-31
TXN00095,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,3500.0,2026-08-29
TXN00096,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,8900.0,2026-09-01
TXN00097,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,1500.0,2026-09-04
TXN00098,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,2499.0,2026-08-30
TXN00099,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,1500.0,2026-08-28
TXN00100,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,1500.0,2026-08-30
TXN00101,DELAY,DELAYED,Status: DELAYED across systems.,BANK_DELAY,false,,KOTAK_BANK,RAZORPAY,6500.0,2026-09-03
TXN00102,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,4999.0,2026-09-01
TXN00103,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,2499.0,2026-08-27
TXN00104,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,1500.0,2026-08-31
TXN00105,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,12000.0,2026-09-02
TXN00106,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,15000.0,2026-08-29
TXN00107,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,6500.0,2026-09-04
TXN00108,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,999.0,2026-08-31
TXN00109,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,1500.0,2026-09-02
TXN00110,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,1500.0,2026-08-29
TXN00111,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,250.0,2026-09-02
TXN00112,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,250.0,2026-09-03
TXN00113,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,250.0,2026-08-31
TXN00114,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,8900.0,2026-08-29
TXN00115,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,1200.0,2026-08-28
TXN00116,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,250.0,2026-09-01
TXN00117,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,6500.0,2026-08-30
TXN00118,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,1500.0,2026-09-04
TXN00119,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,4999.0,2026-08-30
TXN00120,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,1500.0,2026-08-29
TXN00121,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,1200.0,2026-08-31
TXN00122,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,999.0,2026-08-29
TXN00123,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,999.0,2026-08-31
TXN00124,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,2499.0,2026-08-31
TXN00125,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,12000.0,2026-08-30
TXN00126,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,15000.0,2026-09-03
TXN00127,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,3500.0,2026-09-03
TXN00128,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,4999.0,2026-08-27
TXN00129,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,999.0,2026-09-04
TXN00130,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,12000.0,2026-08-29
TXN00131,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,6500.0,2026-09-02
TXN00132,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,250.0,2026-08-28
TXN00133,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,2499.0,2026-09-04
TXN00134,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,15000.0,2026-09-03
TXN00135,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,3500.0,2026-08-30
TXN00136,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,1200.0,2026-09-01
TXN00137,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,15000.0,2026-08-28
TXN00138,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,250.0,2026-08-28
TXN00139,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,15000.0,2026-09-02
TXN00140,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,12000.0,2026-08-28
TXN00141,SYSTEMIC,DELAYED,Status: DELAYED across systems.,BANK_DELAY,true,INC-SBI-20260828-05,SBI,PAYU,7500.0,2026-08-28
TXN00142,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,1200.0,2026-08-27
TXN00143,MISSING_BANK,MISSING_DATA,Status: MISSING_DATA across systems.,MISSING_BANK_RECORD,false,,,CASHFREE,15000.0,2026-08-29
TXN00144,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,1500.0,2026-08-30
TXN00145,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,4999.0,2026-08-27
TXN00146,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,4999.0,2026-09-02
TXN00147,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,1200.0,2026-09-01
TXN00148,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,6500.0,2026-08-29
TXN00149,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,2499.0,2026-08-27
TXN00150,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,3500.0,2026-09-02
TXN00151,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,499.0,2026-08-31
TXN00152,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,1500.0,2026-09-03
TXN00153,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,15000.0,2026-09-04
TXN00154,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,12000.0,2026-09-04
TXN00155,MISSING_LEDGER,MISSING_DATA,Status: MISSING_DATA across systems.,MISSING_LEDGER_RECORD,false,,SBI,PAYU,15000.0,2026-09-02
TXN00156,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,6500.0,2026-08-28
TXN00157,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,4999.0,2026-09-01
TXN00158,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,1500.0,2026-09-02
TXN00159,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,4999.0,2026-09-04
TXN00160,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,499.0,2026-08-27
TXN00161,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,1200.0,2026-08-28
TXN00162,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,2499.0,2026-09-01
TXN00163,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,15000.0,2026-08-31
TXN00164,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,6500.0,2026-08-28
TXN00165,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,12000.0,2026-08-28
TXN00166,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,6500.0,2026-08-29
TXN00167,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,499.0,2026-09-04
TXN00168,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,1200.0,2026-08-29
TXN00169,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,4999.0,2026-08-29
TXN00170,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,499.0,2026-08-28
TXN00171,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,4999.0,2026-08-27
TXN00172,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,3500.0,2026-08-29
TXN00173,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,499.0,2026-09-02
TXN00174,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,1200.0,2026-08-28
TXN00175,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,4999.0,2026-08-31
TXN00176,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,250.0,2026-08-30
TXN00177,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,499.0,2026-08-31
TXN00178,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,250.0,2026-08-31
TXN00179,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,6500.0,2026-08-28
TXN00180,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,999.0,2026-09-01
TXN00181,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,12000.0,2026-08-30
TXN00182,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,499.0,2026-08-31
TXN00183,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,999.0,2026-08-27
TXN00184,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,6500.0,2026-09-01
TXN00185,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,6500.0,2026-08-30
TXN00186,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,499.0,2026-09-02
TXN00187,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,2499.0,2026-09-02
TXN00188,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,499.0,2026-09-03
TXN00189,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,4999.0,2026-09-04
TXN00190,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,499.0,2026-08-31
TXN00191,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,8900.0,2026-08-28
TXN00192,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,12000.0,2026-08-29
TXN00193,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,2499.0,2026-08-29
TXN00194,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,4999.0,2026-08-27
TXN00195,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,6500.0,2026-09-02
TXN00196,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,999.0,2026-09-02
TXN00197,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,8900.0,2026-08-30
TXN00198,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,6500.0,2026-09-02
TXN00199,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,3500.0,2026-08-31
TXN00200,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,3500.0,2026-08-30
TXN00201,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,4999.0,2026-09-04
TXN00202,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,2499.0,2026-09-02
TXN00203,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,3500.0,2026-09-02
TXN00204,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,15000.0,2026-08-30
TXN00205,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,2499.0,2026-08-31
TXN00206,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,999.0,2026-08-28
TXN00207,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,999.0,2026-08-29
TXN00208,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,3500.0,2026-09-04
TXN00209,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,2499.0,2026-09-01
TXN00210,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,3500.0,2026-08-27
TXN00211,MISSING_BANK,MISSING_DATA,Status: MISSING_DATA across systems.,MISSING_BANK_RECORD,false,,,STRIPE,250.0,2026-08-28
TXN00212,MISSING_LEDGER,MISSING_DATA,Status: MISSING_DATA across systems.,MISSING_LEDGER_RECORD,false,,HDFC_BANK,RAZORPAY,499.0,2026-08-27
TXN00213,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,2499.0,2026-08-28
TXN00214,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,1500.0,2026-08-31
TXN00215,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,1200.0,2026-08-31
TXN00216,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,2499.0,2026-08-31
